"[Info]"
"Product";"Version";"Host";"Timestamp";"Author";"Connection";"Application"
"FngArchiv";"5.0.0";"CTPC06603";"2020-10-30 11:10:18";Manager;"CTPC06603";"Control"
"AdysTech.InfluxDB.Client.Net";"0.6.9.0"
"Track53";"\Manager 88.Control\dgcMainu1\Reactor\VAir.PV";"Unit.VAir.PV";"Unit 1.VAir1.PV";"Air volume process value";"sL";2020-10-27 09:50:59;2020-10-30 09:46:48;1;"30s";0.1;1;3;"\Manager 88.Control\dgcMainu1";"{bea3cb14-2c69-4162-9929-9aa398dea780}"
"Track54";"\Manager 88.Control\dgcMainu1\Reactor\VB.PV";"Unit.VB.PV";"Unit 1.VB1.PV";"Volume process value";"mL";2020-10-27 09:50:59;2020-10-30 09:46:48;1;"30s";0.5;1;3;"\Manager 88.Control\dgcMainu1";"{ec503cdb-7964-48b0-bfbc-f44574a118dc}"
"Track55";"\Manager 88.Control\dgcMainu1\Reactor\VC.PV";"Unit.VC.PV";"Unit 1.VC1.PV";"Volume process value";"mL";2020-10-27 09:50:59;2020-10-30 09:46:48;1;"30s";0.5;1;3;"\Manager 88.Control\dgcMainu1";"{71dafebe-cb1a-41cb-8d33-d6fb6858d799}"
"Track56";"\Manager 88.Control\dgcMainu1\Reactor\VCO2.PV";"Unit.VCO2.PV";"Unit 1.VCO21.PV";"CO2 volume process value";"sL";2020-10-27 09:50:59;2020-10-30 09:46:48;1;"30s";0.1;1;3;"\Manager 88.Control\dgcMainu1";"{8eab2705-4702-4d05-936a-3dcb1feb2223}"
"Track57";"\Manager 88.Control\dgcMainu1\Reactor\VD.PV";"Unit.VD.PV";"Unit 1.VD1.PV";"Volume process value";"mL";2020-10-27 09:50:59;2020-10-30 09:46:48;1;"30s";0.5;1;3;"\Manager 88.Control\dgcMainu1";"{f6c826b6-cb25-46ca-9392-753f05c2e5c1}"
"Track58";"\Manager 88.Control\dgcMainu1\Reactor\VE.PV";"Unit.VE.PV";"Unit 1.VE1.PV";"Volume process value";"mL";2020-10-27 09:50:59;2020-10-30 09:46:48;1;"30s";0.5;1;3;"\Manager 88.Control\dgcMainu1";"{6a84479b-ee53-4f36-be4b-7dfd32f8753b}"
"Track59";"\Manager 88.Control\dgcMainu1\Reactor\VF.PV";"Unit.VF.PV";"Unit 1.VF1.PV";"Volume process value";"mL";2020-10-27 09:50:59;2020-10-30 09:46:48;1;"30s";0.5;1;3;"\Manager 88.Control\dgcMainu1";"{5f2a2f4a-3318-4a5d-ad64-92de15ddef33}"
"Track60";"\Manager 88.Control\dgcMainu1\Reactor\VN2.PV";"Unit.VN2.PV";"Unit 1.VN21.PV";"N2 volume process value";"sL";2020-10-27 09:50:59;2020-10-30 09:46:48;1;"30s";0.1;1;3;"\Manager 88.Control\dgcMainu1";"{9499bd61-4954-46a6-8e95-e84f6ec97ab6}"
"Track61";"\Manager 88.Control\dgcMainu1\Reactor\VO2.PV";"Unit.VO2.PV";"Unit 1.VO21.PV";"O2 volume process value";"sL";2020-10-27 09:50:59;2020-10-30 09:46:48;1;"30s";0.1;1;3;"\Manager 88.Control\dgcMainu1";"{8c3c18fe-380f-454e-8207-477ad3bf5175}"
"Track62";"\Manager 88.Control\dgcMainu1\Reactor\XCO2.PV";"Unit.XCO2.PV";"Unit 1.XCO21.PV";"CO2 concentration process value";"%";2020-10-27 09:50:59;2020-10-30 09:46:48;1;"30s";0.1;1;3;"\Manager 88.Control\dgcMainu1";"{c795811c-8ee9-42df-95af-580e3f80c6d9}"
"Track63";"\Manager 88.Control\dgcMainu1\Reactor\XCO2.SP";"Unit.XCO2.SP";"Unit 1.XCO21.SP";"CO2 concentration setpoint value";"%";2020-10-27 09:50:59;2020-10-30 09:46:48;1;"30s";0.1;1;3;"\Manager 88.Control\dgcMainu1";"{6259880d-01f1-4e09-8ee4-174f9d733792}"
"Track64";"\Manager 88.Control\dgcMainu1\Reactor\XO2.PV";"Unit.XO2.PV";"Unit 1.XO21.PV";"O2 concentration process value";"%";2020-10-27 09:50:59;2020-10-30 09:46:48;1;"30s";0.1;1;3;"\Manager 88.Control\dgcMainu1";"{8cd639c6-43ed-45a5-8bbd-bf119fd20441}"
"Track65";"\Manager 88.Control\dgcMainu1\Reactor\XO2.SP";"Unit.XO2.SP";"Unit 1.XO21.SP";"O2 concentration setpoint value";"%";2020-10-27 09:50:59;2020-10-30 09:46:48;1;"30s";0.1;1;3;"\Manager 88.Control\dgcMainu1";"{1c17e1e5-e777-4b72-9d68-830e4590dc43}"

"[TrackData]"

"[TrackData1]"
"Timestamp";"Duration";"Unit 1.InoculationTime []";"Unit 1.BalA1.MPV [g]";"Unit 1.BalB1.MPV [g]";"Unit 1.DO1.Out [%]";"Unit 1.DO1.PV [%DO]";"Unit 1.DO1.SP [%DO]";"Unit 1.ExternalA1.MFM.FPV [ls/h]";"Unit 1.ExternalB1.MFC.FPV [sl/h]";"Unit 1.ExternalC1.MFC.FSP [sl/h]";"Unit 1.ExternalD1.MFC.FSPM [sl/h]";"Unit 1.F1.PV [sL/h]";"Unit 1.F1.SP [sL/h]";"Unit 1.FA1.PV [mL/h]";"Unit 1.FA1.SP [mL/h]";"Unit 1.FAir1.PV [sL/h]";"Unit 1.FAir1.SP [sL/h]";"Unit 1.FB1.PV [mL/h]";"Unit 1.FB1.SP [mL/h]";"Unit 1.FC1.PV [mL/h]";"Unit 1.FC1.SP [mL/h]";"Unit 1.FCO21.PV [sL/h]";"Unit 1.FCO21.SP [sL/h]";"Unit 1.FD1.PV [mL/h]";"Unit 1.FD1.SP [mL/h]";"Unit 1.FE1.PV [mL/h]";"Unit 1.FE1.SP [mL/h]";"Unit 1.FF1.PV [mL/h]";"Unit 1.FF1.SP [mL/h]";"Unit 1.FN21.PV [sL/h]";"Unit 1.FN21.SP [sL/h]";"Unit 1.FO21.PV [sL/h]";"Unit 1.FO21.SP [sL/h]";"Unit 1.N1.PV [rpm]";"Unit 1.N1.SP [rpm]";"Unit 1.ODAU1.PV []";"Unit 1.ODCX1.PV []";"Unit 1.OfflineA1.OfflineA []";"Unit 1.OfflineB1.OfflineB []";"Unit 1.OfflineC1.OfflineC []";"Unit 1.OfflineD1.OfflineD []";"Unit 1.pH1.Out [%]";"Unit 1.pH1.PV [pH]";"Unit 1.pH1.SP [pH]";"Unit 1.RD1.Out [%]";"Unit 1.RD1.PV [mV]";"Unit 1.RD1.SP [mV]";"Unit 1.T1.Out [%]";"Unit 1.T1.PV [°C]";"Unit 1.T1.SP [°C]";"Unit 1.V1.PV [sL]";"Unit 1.V1.VPV [mL]";"Unit 1.VA1.PV [mL]";"Unit 1.VAir1.PV [sL]";"Unit 1.VB1.PV [mL]";"Unit 1.VC1.PV [mL]";"Unit 1.VCO21.PV [sL]";"Unit 1.VD1.PV [mL]";"Unit 1.VE1.PV [mL]";"Unit 1.VF1.PV [mL]";"Unit 1.VN21.PV [sL]";"Unit 1.VO21.PV [sL]";"Unit 1.XCO21.PV [%]";"Unit 1.XCO21.SP [%]";"Unit 1.XO21.PV [%]";"Unit 1.XO21.SP [%]"
2020-10-27 09:50:49;0;;0;0;0;0.179705247282982;30;0;0;0;0;0;0;0;180;0;0;0;180;0;0;0;0;0;0;0;0;0;0;179.999971389771;0;0;0;999.9443359375;1000;0;0;"";"";"";"";-100;10.0340814590454;8.80000019073486;0;0;0;0.850741386413574;30.0014762878418;30;0;3028.82534599304;14.901969909668;0;13.923376083374;0;0;0;0;0;0;0;0;0;0;0
2020-10-27 09:51:19;0.000347750611111111;;17420;"";"";"";0;23.4610583580017;-0.0106708485681564;"";"";"";60;"";0;"";"";"";0;"";"";"";"";"";"";"";"";"";"";0;60;"";"";1000.2529296875;25;0.312;8.42;"";"";"";"";0;"";2;"";"";"";0;"";0;0.55848089123184;"";"";"";"";"";"";"";"";"";0.55848089123184;"";"";"";"";""
2020-10-27 09:51:49;0.000695140109953704;;"";"";"";"";30;3.29708227539063;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.0019143947865814;1000;0.276;7.456;"";"";"";"";"";"";8.80000019073486;"";"";"";"";"";30;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 09:52:19;0.0010425296099537;;"";"";"";"";"";2.86110452181101;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.224;6.05;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 09:52:49;0.0013899191087963;;"";"";"";"";"";2.58861840298176;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.205;5.525;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 09:53:19;0.00173730860763889;;17420;"";"";"";"";2.75211022046804;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5.351;"";"";"";"";0;"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-27 09:53:49;0.00208469810648148;;17400;"";"";"";"";2.61586706968546;"";"";"";0;"";"";0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0;"";"";"";7.63216245758258E-09;"";0.192;5.192;"";"";"";"";-100;"";"";"";"";"";-100;29.9891700744629;"";0.560167135386872;"";"";"";"";"";"";"";"";"";0.560167135386872;"";"";"";"";""
2020-10-27 09:54:19;0.00243208760532407;;17440;"";"";"";"";50.5189326805115;"";"";"";59.9613761901855;"";"";180;"";"";"";"";"";"";"";"";"";"";"";"";"";"";59.9613761901855;"";"";"";734.903991699219;"";0.121;3.265;"";"";"";"";"";"";"";"";"";"";13.4376068115234;29.7245674133301;"";0.928914634518563;"";"";"";"";"";"";"";"";"";0.928914634518563;"";"";"";"";""
2020-10-27 09:54:49;0.00277947710416667;;17435;"";"";"";"";50.9004151107788;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";928.095153808594;"";0.21;5.676;"";"";"";"";"";"";"";"";"";"";27.4098815917969;29.3492374420166;"";1.42651108586512;"";"";"";"";"";"";"";"";"";1.42651108586512;"";"";"";"";""
2020-10-27 09:55:19;0.00312686660416667;;17435;0;0;0.155744552612305;"";50.9821580043793;"";0;0;"";"";0;"";0;0;0;"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;981.015808105469;"";0.305;8.24;"";"";"";"";"";10.0248699188232;"";0;0;0;32.7971649169922;29.103141784668;"";1.93273191551889;3028.82534599304;14.901969909668;0;13.923376083374;0;0;0;0;0;1.93273191551889;0;0;0;0;0
2020-10-27 09:55:49;0.00347425610300926;;17430;"";"";"";"";50.9004151107788;-0.00533542428407818;"";"";"";60;"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";60;"";"";994.62109375;"";0.34;9.185;"";"";"";"";"";"";"";"";"";"";34.1610260009766;28.9862518310547;"";2.4303727295288;"";"";"";"";"";"";"";"";"";2.4303727295288;"";"";"";"";""
2020-10-27 09:56:19;0.00382164560185185;;17430;"";"";"";30;51.1728992195129;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";998.643615722656;1000;0.358;9.656;"";"";"";"";"";"";8.80000019073486;"";"";"";32.979419708252;28.9862518310547;30;2.92801354520538;"";"";"";"";"";"";"";"";"";2.92801354520538;"";"";"";"";""
2020-10-27 09:56:49;0.00416903510069444;;17425;"";"";"";"";51.2001487998962;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";999.838134765625;"";0.359;9.682;"";"";"";"";"";"";"";"";"";"";29.0998840332031;29.072380065918;"";3.43423437319247;"";"";"";"";"";"";"";"";"";3.43423437319247;"";"";"";"";""
2020-10-27 09:57:19;0.00451642459953704;;17570;"";"";"";"";51.2001487998962;-0.00533542428407818;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.347;9.382;"";"";"";"";"";"";"";"";"";"";22.4321441650391;29.256950378418;"";3.93187518886904;"";"";"";"";"";"";"";"";"";3.93187518886904;"";"";"";"";""
2020-10-27 09:57:49;0.00486381409837963;;17420;"";"";"";"";51.0366571651459;-0.0106708485681564;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.339;9.146;"";"";"";"";"";"";"";"";"";"";15.2170419692993;29.4907512664795;"";4.42893062703744;"";"";"";"";"";"";"";"";"";4.42893062703744;"";"";"";"";""
2020-10-27 09:58:19;0.00521120359837963;;"";"";"";"";"";51.2001487998962;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.322;8.707;"";"";"";"";-100;"";"";"";"";"";7.27135944366455;29.7307224273682;"";4.93515122655726;"";"";"";"";"";"";"";"";"";4.93515122655726;"";"";"";"";""
2020-10-27 09:58:49;0.00555859309722222;;17420;"";"";"";"";51.1728992195129;"";"";"";59.9999928474426;"";"";180;"";"";"";"";"";"";"";"";"";"";"";"";"";"";59.9999928474426;"";"";"";"";"";0.312;8.454;"";"";"";"";"";"";"";"";"";"";-0.644834995269775;30.0137844085693;"";5.43279204056717;"";"";"";"";"";"";"";"";"";5.43279204056717;"";"";"";"";""
2020-10-27 09:59:19;0.00590598259606481;;17415;"";"";"";"";51.2001487998962;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.301;8.139;"";"";"";"";"";"";"";"";"";"";-6.90340995788574;30.2353267669678;"";5.93043285624374;"";"";"";"";"";"";"";"";"";5.93043285624374;"";"";"";"";""
2020-10-27 09:59:49;0.00625337209490741;;17420;0;0;0.0838624536991119;"";51.0366571651459;"";0;0;"";"";0;"";0;0;0;"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";7.96;"";"";"";"";"";10.0303964614868;"";0;0;0;-10.5549983978271;30.3891849517822;"";6.42781842818936;3028.82534599304;14.901969909668;0;13.923376083374;0;0;0;0;0;6.42781842818936;0;0;0;0;0
2020-10-27 10:00:19;0.00660076159375;;17420;"";"";"";"";51.0094075847626;"";"";"";"";60;"";"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";60;"";"";"";"";"";7.874;"";"";"";"";"";"";"";"";"";"";-10.4722118377686;30.4445762634277;"";6.93366947083138;"";"";"";"";"";"";"";"";"";6.93366947083138;"";"";"";"";""
2020-10-27 10:00:49;0.00694815109375;;17425;"";"";"";30;51.1728992195129;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1000;"";7.86;"";"";"";"";"";"";8.80000019073486;"";"";"";-8.14968681335449;30.4138031005859;30;7.43129078802907;"";"";"";"";"";"";"";"";"";7.43129078802907;"";"";"";"";""
2020-10-27 10:01:19;0.00729554059259259;;"";"";"";"";"";51.0366571651459;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";999.889404296875;"";"";7.895;"";"";"";"";"";"";"";"";"";"";-4.70740032196045;30.3276405334473;"";7.92923521569481;"";"";"";"";"";"";"";"";"";7.92923521569481;"";"";"";"";""
2020-10-27 10:01:49;0.00764293009143519;;"";"";"";"";"";50.7641730564117;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";7.954;"";"";"";"";"";"";"";"";"";"";-1.81428194046021;30.2353267669678;"";8.43588622295389;"";"";"";"";"";"";"";"";"";8.43588622295389;"";"";"";"";""
2020-10-27 10:02:19;0.00799031959027778;;"";"";"";"";"";51.0094075847626;-0.00533542428407818;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.188;"";"";"";"";"";"";"";"";"";"";0.810334920883179;30.1368618011475;"";8.93352746859277;"";"";"";"";"";"";"";"";"";8.93352746859277;"";"";"";"";""
2020-10-27 10:02:49;0.00833770908912037;;"";"";"";"";"";50.9004151107788;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.301;8.121;"";"";"";"";-100;"";"";"";"";"";2.46151518821716;30.0568618774414;"";9.43116846223957;"";"";"";"";"";"";"";"";"";9.43116846223957;"";"";"";"";""
2020-10-27 10:03:19;0.00868509858796296;;"";"";"";"";"";50.9276646911621;"";"";"";60.0000143051147;"";"";180;"";"";"";"";"";"";"";"";"";"";"";"";"";"";60.0000143051147;"";"";"";"";"";0.306;8.252;"";"";"";"";"";"";"";"";"";"";3.62872099876404;"";"";9.93738947126534;"";"";"";"";"";"";"";"";"";9.93738947126534;"";"";"";"";""
2020-10-27 10:03:49;0.00903248808796296;;"";"";"";"";"";51.0366571651459;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.264;"";"";"";"";"";"";"";"";"";"";4.2731819152832;"";"";10.4350304649121;"";"";"";"";"";"";"";"";"";10.4350304649121;"";"";"";"";""
2020-10-27 10:04:19;0.00937987758680556;;"";0;0;0.131783857941628;"";51.2001487998962;"";0;0;"";"";0;"";0;0;0;"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";8.343;"";"";"";"";"";10.0350017547607;"";0;0;0;3.99287819862366;"";"";10.9326714568923;3028.82534599304;14.901969909668;0;13.923376083374;0;0;0;0;0;10.9326714568923;0;0;0;0;0
2020-10-27 10:04:49;0.00972726708564815;;"";"";"";"";"";50.9276646911621;"";"";"";"";60;0;"";"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";60;"";"";"";"";"";8.22;"";"";"";"";"";"";"";"";"";"";3.51282429695129;"";"";11.430767314224;3028.82534599304;"";"";"";"";"";"";"";"";11.430767314224;"";"";"";"";""
2020-10-27 10:05:19;0.0100746565844907;;17425;"";"";"";30;51.3363908542633;"";"";"";"";"";180;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1000;"";8.281;"";"";"";"";"";10.0147380828857;8.80000019073486;"";"";"";3.04665660858154;"";30;11.9376292908875;3029.15294647217;15.2295703887939;"";"";"";"";"";"";"";11.9376292908875;"";"";"";"";""
2020-10-27 10:05:49;0.0104220460833333;;"";"";"";"";"";51.2001487998962;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1000.06292724609;"";"";8.239;"";"";"";"";"";9.9359827041626;"";"";"";"";1.72489237785339;"";"";12.4355728445557;3031.02026939392;17.0968933105469;"";"";"";"";"";"";"";12.4355728445557;"";"";"";"";""
2020-10-27 10:06:19;0.0107694355821759;;17425;"";"";"";"";51.30914127388;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.014;"";"";"";"";"";9.85262203216553;"";"";"";"";0.470419943332672;30.0568618774414;"";12.9328059886924;3032.23239135742;18.3090152740479;"";"";"";"";"";"";"";12.9328059886924;"";"";"";"";""
2020-10-27 10:06:49;0.0111168250821759;;17430;"";"";"";"";51.4726329086304;-0.00533542428407818;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.075;"";"";"";"";"";9.76281261444092;"";"";"";"";-0.831735253334045;30.0999393463135;"";13.4389794627865;3033.51003456116;19.5866584777832;"";"";"";"";"";"";"";13.4389794627865;"";"";"";"";""
2020-10-27 10:07:19;0.0114642145810185;;17430;"";"";"";"";51.5816312301636;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.301;8.118;"";"";"";"";-100;9.6642541885376;"";"";"";"";-1.54775953292847;"";"";13.9366202779517;3035.37735748291;21.4539813995361;"";"";"";"";"";"";"";13.9366202779517;"";"";"";"";""
2020-10-27 10:07:49;0.0118116040798611;;17435;"";"";"";"";51.5543816497803;"";"";"";59.9999928474426;"";"";180;"";"";"";"";"";"";"";"";"";"";"";"";"";"";59.9999928474426;"";"";"";"";"";0.296;7.979;"";"";"";"";"";9.55924701690674;"";"";"";"";-2.06425094604492;"";"";14.4342610919616;3036.65577888489;22.7324028015137;"";"";"";"";"";"";"";14.4342610919616;"";"";"";"";""
2020-10-27 10:08:19;0.0121589935787037;;"";"";"";"";"";51.7178732845306;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.084;"";"";"";"";"";9.44042301177979;"";"";"";"";-2.13747119903564;"";"";14.9404819216153;3038.52232170105;24.5989456176758;"";"";"";"";"";"";"";14.9404819216153;"";"";"";"";""
2020-10-27 10:08:50;0.0125063830775463;;17435;0;0;0.251587361097336;"";51.7451228649139;"";0;0;"";"";"";"";0;0;0;"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";8.017;"";"";"";"";"";9.29626846313477;"";0;0;0;-1.64512646198273;"";"";15.4381227356253;3039.76720428467;25.8438282012939;0;13.923376083374;0;0;0;0;0;15.4381227356253;0;0;0;0;0
2020-10-27 10:09:20;0.0128539531331019;;17440;"";"";"";"";52.1265994476318;"";"";"";"";60;180;180;"";"";"";0;"";"";"";"";"";"";"";"";"";"";"";60;"";"";"";"";"";8.16;"";"";"";"";-100;9.13461303710938;"";"";"";"";-0.875942349433899;"";"";15.9357635513018;3040.97932624817;27.0559501647949;"";"";"";"";"";"";"";15.9357635513018;"";"";"";"";""
2020-10-27 10:09:50;0.0132013426319444;;"";"";"";"";30;52.3990894039154;"";"";"";"";"";168.511390686035;168.511390686035;"";"";0;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1000;"";8.146;"";"";"";"";-53.5488128662109;8.89788722991943;8.80000019073486;"";"";"";-0.284506320953369;"";30;16.4420356684732;3042.84664916992;28.9232730865479;"";"";"";"";"";"";"";16.4420356684732;"";"";"";"";""
2020-10-27 10:10:20;0.013548732130787;;"";"";"";"";"";51.30914127388;"";"";"";"";"";0;0;"";"";72.7286338806152;93.8678741455078;"";"";"";"";"";"";"";"";"";"";"";"";"";"";1000.03430175781;"";"";8.305;"";"";"";"";57.2152137756348;8.68418884277344;"";"";"";"";0.394556105136871;30.0814762115479;"";16.9396887583387;3043.42066955566;29.49729347229;"";13.923376083374;"";"";"";"";"";16.9396887583387;"";"";"";"";""
2020-10-27 10:10:50;0.0138961216296296;;"";"";"";"";"";51.3363908542633;"";"";"";"";"";0;0;"";"";0;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.282;"";"";"";"";-33.0543518066406;8.85781860351563;"";"";"";"";0.318111419677734;30.0691680908203;"";17.4373297519855;3044.0573682785;"";"";14.5600748062134;"";"";"";"";"";17.4373297519855;"";"";"";"";""
2020-10-27 10:11:20;0.0142435111296296;;"";"";"";"";"";51.7178732845306;-0.0106708485681564;"";"";"";"";66.5436744689941;49.134635925293;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.197;"";"";"";"";0;8.85229206085205;"";"";"";"";0.46308496594429;"";"";17.9349707439657;3044.59640026093;29.9127101898193;"";"";"";"";"";"";"";17.9349707439657;"";"";"";"";""
2020-10-27 10:11:50;0.0145909006284722;;"";"";"";"";"";51.4453833282471;"";"";"";"";"";0;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.308;8.316;"";"";"";"";"";8.79057693481445;"";"";"";"";0.649385571479797;"";"";18.4416386451006;3044.73924922943;30.0555591583252;"";"";"";"";"";"";"";18.4416386451006;"";"";"";"";""
2020-10-27 10:12:20;0.0149382901273148;;"";"";"";"";"";51.30914127388;"";"";"";60.0000143051147;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";60.0000143051147;"";"";"";"";"";0.31;8.349;"";"";"";"";"";"";"";"";"";"";0.846135377883911;"";"";18.9392798457355;"";"";"";"";"";"";"";"";"";18.9392798457355;"";"";"";"";""
2020-10-27 10:12:50;0.0152856796261574;;"";"";"";"";"";51.4726329086304;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.349;"";"";"";"";"";"";"";"";"";"";0.48002091050148;"";"";19.4369208393823;"";"";"";"";"";"";"";"";"";19.4369208393823;"";"";"";"";""
2020-10-27 10:13:20;0.015633069125;;"";0;0;0.383371204137802;"";51.30914127388;"";0;0;"";"";"";"";0;0;"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";8.191;"";"";"";"";"";"";"";0;0;0;0.00546694546937943;"";"";19.9431418484081;"";"";0;"";0;0;0;0;0;19.9431418484081;0;0;0;0;0
2020-10-27 10:13:50;0.0159804586238426;;17440;"";"";"";"";51.4453833282471;"";"";"";"";60;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";60;"";"";"";"";"";8.239;"";"";"";"";"";"";"";"";"";"";0.441939383745193;"";"";20.4410428421168;"";"";"";"";"";"";"";"";"";20.4410428421168;"";"";"";"";""
2020-10-27 10:14:20;0.0163278481238426;;"";"";"";"";30;51.4726329086304;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1000;"";8.276;"";"";"";"";"";"";8.80000019073486;"";"";"";-0.0876558274030685;"";30;20.938683834097;"";"";"";"";"";"";"";"";"";20.938683834097;"";"";"";"";""
2020-10-27 10:14:50;0.0166752376226852;;"";"";"";"";"";51.4453833282471;"";"";"";60.0000143051147;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";60.0000143051147;"";"";"";1000.04028320313;"";"";8.312;"";"";"";"";"";"";"";"";"";"";0.0436105132102966;"";"";21.4449048447894;"";"";"";"";"";"";"";"";"";21.4449048447894;"";"";"";"";""
2020-10-27 10:15:20;0.0170226271215278;;"";"";"";"";"";51.5543816497803;"";"";"";60.1266574859619;"";"";"";"";"";0;0;"";"";"";"";"";"";"";"";"";"";60.1266574859619;"";"";"";"";"";"";8.365;"";"";"";"";"";"";"";"";"";"";-0.61236959695816;30.0753231048584;"";21.9429571914639;"";"";"";14.683690071106;"";"";"";"";"";21.9429571914639;"";"";"";"";""
2020-10-27 10:15:50;0.0173700166203704;;"";"";"";"";"";51.4453833282471;-0.00533542428407818;"";"";60.0225520133972;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";60.0225520133972;"";"";"";"";"";"";8.181;"";"";"";"";0;"";"";"";"";"";"";"";"";22.4410260480807;"";"";"";"";"";"";"";"";"";22.4410260480807;"";"";"";"";""
2020-10-27 10:16:20;0.017717406119213;;"";"";"";"";"";51.4453833282471;"";"";"";"";"";0;0;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.241;"";"";"";"";"";8.82281589508057;"";"";"";"";"";"";"";22.9391507826179;3044.73924922943;30.0555591583252;"";"";"";"";"";"";"";22.9391507826179;"";"";"";"";""
2020-10-27 10:16:50;0.0180647539560185;;"";"";"";"";"";51.5543816497803;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.304;8.206;"";"";"";"";"";"";"";"";"";"";-0.581714391708374;"";"";23.4450557810854;"";"";"";"";"";"";"";"";"";23.4450557810854;"";"";"";"";""
2020-10-27 10:17:20;0.0184121434548611;;17440;"";"";"";"";51.7178732845306;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";8.166;"";"";"";"";"";"";"";"";"";"";-0.0458974242210388;"";"";23.9434767749182;"";"";"";"";"";"";"";"";"";23.9434767749182;"";"";"";"";""
